CMDLINE python3 run_pipeline.py -f /mnt/data/ccmetagen/sample_data/16s_rna_fastq_files
MEM 1.109375 1654936006.8800
MEM 11.292969 1654936006.9806
MEM 11.292969 1654936007.0811
MEM 11.292969 1654936007.1814
MEM 11.292969 1654936007.2817
MEM 11.292969 1654936007.3819
MEM 11.292969 1654936007.4822
MEM 11.292969 1654936007.5825
MEM 11.292969 1654936007.6828
MEM 11.292969 1654936007.7831
MEM 11.292969 1654936007.8833
MEM 11.292969 1654936007.9836
MEM 11.292969 1654936008.0840
MEM 11.292969 1654936008.1842
MEM 11.292969 1654936008.2846
MEM 11.292969 1654936008.3849
MEM 11.292969 1654936008.4851
MEM 11.292969 1654936008.5854
MEM 11.292969 1654936008.6857
MEM 11.292969 1654936008.7859
MEM 11.292969 1654936008.8862
MEM 11.292969 1654936008.9865
MEM 11.292969 1654936009.0868
MEM 11.292969 1654936009.1871
MEM 11.292969 1654936009.2873
MEM 11.292969 1654936009.3876
MEM 11.292969 1654936009.4879
MEM 11.292969 1654936009.5882
MEM 11.292969 1654936009.6885
MEM 11.292969 1654936009.7888
MEM 11.292969 1654936009.8891
MEM 11.292969 1654936009.9893
MEM 11.292969 1654936010.0896
MEM 11.292969 1654936010.1899
MEM 11.292969 1654936010.2902
MEM 11.292969 1654936010.3904
MEM 11.292969 1654936010.4907
MEM 11.292969 1654936010.5910
MEM 11.292969 1654936010.6913
MEM 11.292969 1654936010.7916
MEM 11.292969 1654936010.8918
MEM 11.292969 1654936010.9921
MEM 11.292969 1654936011.0923
MEM 11.292969 1654936011.1926
MEM 11.292969 1654936011.2929
MEM 11.292969 1654936011.3932
MEM 11.292969 1654936011.4934
MEM 11.292969 1654936011.5937
MEM 11.292969 1654936011.6940
MEM 11.292969 1654936011.7942
MEM 11.292969 1654936011.8945
MEM 11.292969 1654936011.9949
MEM 11.292969 1654936012.0952
MEM 11.292969 1654936012.1954
MEM 11.292969 1654936012.2957
MEM 11.292969 1654936012.3960
MEM 11.292969 1654936012.4963
MEM 11.292969 1654936012.5965
MEM 11.292969 1654936012.6968
MEM 11.292969 1654936012.7971
MEM 11.292969 1654936012.8975
MEM 11.292969 1654936012.9977
MEM 11.292969 1654936013.0981
MEM 11.292969 1654936013.1985
MEM 11.292969 1654936013.2988
MEM 11.292969 1654936013.3991
MEM 11.292969 1654936013.4995
MEM 11.292969 1654936013.5999
MEM 11.292969 1654936013.7002
MEM 11.292969 1654936013.8005
MEM 11.292969 1654936013.9008
MEM 11.292969 1654936014.0011
MEM 11.292969 1654936014.1014
MEM 11.292969 1654936014.2017
MEM 11.292969 1654936014.3020
MEM 11.292969 1654936014.4023
MEM 11.292969 1654936014.5026
MEM 11.292969 1654936014.6029
MEM 11.292969 1654936014.7032
MEM 11.292969 1654936014.8035
MEM 11.292969 1654936014.9039
MEM 11.292969 1654936015.0043
MEM 11.292969 1654936015.1046
MEM 11.292969 1654936015.2050
MEM 11.292969 1654936015.3053
MEM 11.292969 1654936015.4056
MEM 11.292969 1654936015.5059
MEM 11.292969 1654936015.6061
MEM 11.292969 1654936015.7064
MEM 11.292969 1654936015.8067
MEM 11.292969 1654936015.9070
MEM 11.292969 1654936016.0073
MEM 11.292969 1654936016.1075
MEM 11.292969 1654936016.2078
MEM 11.292969 1654936016.3081
MEM 11.292969 1654936016.4083
MEM 11.292969 1654936016.5086
MEM 11.292969 1654936016.6089
MEM 11.292969 1654936016.7091
MEM 11.292969 1654936016.8094
MEM 11.292969 1654936016.9097
MEM 11.292969 1654936017.0099
MEM 11.292969 1654936017.1103
MEM 11.292969 1654936017.2106
MEM 11.292969 1654936017.3109
MEM 11.292969 1654936017.4112
MEM 11.292969 1654936017.5114
MEM 11.292969 1654936017.6117
MEM 11.292969 1654936017.7120
MEM 11.292969 1654936017.8123
MEM 11.292969 1654936017.9125
MEM 11.292969 1654936018.0128
MEM 11.292969 1654936018.1132
MEM 11.292969 1654936018.2135
MEM 11.292969 1654936018.3137
MEM 11.292969 1654936018.4140
MEM 11.292969 1654936018.5143
MEM 11.292969 1654936018.6146
MEM 11.292969 1654936018.7149
MEM 11.292969 1654936018.8152
MEM 11.292969 1654936018.9154
MEM 11.292969 1654936019.0157
MEM 11.292969 1654936019.1160
MEM 11.292969 1654936019.2163
MEM 11.292969 1654936019.3166
MEM 11.292969 1654936019.4168
MEM 11.292969 1654936019.5171
MEM 11.292969 1654936019.6174
MEM 11.292969 1654936019.7177
MEM 11.292969 1654936019.8180
MEM 11.292969 1654936019.9182
MEM 11.292969 1654936020.0185
MEM 11.292969 1654936020.1188
MEM 11.292969 1654936020.2191
MEM 11.292969 1654936020.3194
MEM 11.292969 1654936020.4196
MEM 11.292969 1654936020.5199
MEM 11.292969 1654936020.6202
MEM 11.292969 1654936020.7205
MEM 11.292969 1654936020.8208
MEM 11.292969 1654936020.9211
MEM 11.292969 1654936021.0213
MEM 11.292969 1654936021.1216
MEM 11.292969 1654936021.2219
MEM 11.292969 1654936021.3222
MEM 11.292969 1654936021.4225
MEM 11.292969 1654936021.5228
MEM 11.292969 1654936021.6231
MEM 11.292969 1654936021.7233
MEM 11.292969 1654936021.8236
MEM 11.292969 1654936021.9239
MEM 11.292969 1654936022.0242
MEM 11.292969 1654936022.1244
MEM 11.292969 1654936022.2247
MEM 11.292969 1654936022.3250
MEM 11.292969 1654936022.4253
MEM 11.292969 1654936022.5256
MEM 11.292969 1654936022.6258
MEM 11.292969 1654936022.7261
MEM 11.292969 1654936022.8263
MEM 11.292969 1654936022.9266
MEM 11.292969 1654936023.0269
MEM 11.292969 1654936023.1272
MEM 11.292969 1654936023.2275
MEM 11.292969 1654936023.3278
MEM 11.292969 1654936023.4280
MEM 11.292969 1654936023.5283
MEM 11.292969 1654936023.6286
MEM 11.292969 1654936023.7289
MEM 11.292969 1654936023.8292
MEM 11.292969 1654936023.9294
MEM 11.292969 1654936024.0297
MEM 11.292969 1654936024.1300
MEM 11.292969 1654936024.2303
MEM 11.292969 1654936024.3306
MEM 11.292969 1654936024.4308
MEM 11.292969 1654936024.5311
MEM 11.292969 1654936024.6314
MEM 11.292969 1654936024.7317
MEM 11.292969 1654936024.8320
MEM 11.292969 1654936024.9323
MEM 11.292969 1654936025.0325
MEM 11.292969 1654936025.1328
MEM 11.292969 1654936025.2331
MEM 11.292969 1654936025.3334
MEM 11.292969 1654936025.4337
MEM 11.292969 1654936025.5339
MEM 11.292969 1654936025.6342
MEM 11.292969 1654936025.7345
MEM 11.292969 1654936025.8348
MEM 11.292969 1654936025.9350
MEM 11.292969 1654936026.0353
MEM 11.292969 1654936026.1356
MEM 11.292969 1654936026.2359
MEM 11.292969 1654936026.3362
MEM 11.292969 1654936026.4365
MEM 11.292969 1654936026.5367
MEM 11.292969 1654936026.6370
MEM 11.292969 1654936026.7372
MEM 11.292969 1654936026.8375
MEM 11.292969 1654936026.9378
MEM 11.292969 1654936027.0381
MEM 11.292969 1654936027.1383
MEM 11.292969 1654936027.2386
MEM 11.292969 1654936027.3389
MEM 11.292969 1654936027.4392
MEM 11.292969 1654936027.5395
MEM 11.292969 1654936027.6398
MEM 11.292969 1654936027.7401
MEM 11.292969 1654936027.8403
MEM 11.292969 1654936027.9406
MEM 11.292969 1654936028.0409
MEM 11.292969 1654936028.1411
MEM 11.292969 1654936028.2414
MEM 11.292969 1654936028.3417
MEM 11.292969 1654936028.4419
MEM 11.292969 1654936028.5422
MEM 11.292969 1654936028.6425
MEM 11.292969 1654936028.7428
MEM 11.292969 1654936028.8431
MEM 11.292969 1654936028.9433
MEM 11.292969 1654936029.0436
MEM 11.292969 1654936029.1439
MEM 11.292969 1654936029.2442
MEM 11.292969 1654936029.3444
MEM 11.292969 1654936029.4446
MEM 11.292969 1654936029.5449
MEM 11.292969 1654936029.6451
MEM 11.292969 1654936029.7454
MEM 11.292969 1654936029.8457
MEM 11.292969 1654936029.9459
MEM 11.292969 1654936030.0462
MEM 11.292969 1654936030.1465
MEM 11.292969 1654936030.2468
MEM 11.292969 1654936030.3471
MEM 11.292969 1654936030.4474
MEM 11.292969 1654936030.5477
MEM 11.292969 1654936030.6479
MEM 11.292969 1654936030.7482
MEM 11.292969 1654936030.8485
MEM 11.292969 1654936030.9488
MEM 11.292969 1654936031.0490
MEM 11.292969 1654936031.1493
MEM 11.292969 1654936031.2495
MEM 11.292969 1654936031.3498
MEM 11.292969 1654936031.4501
MEM 11.292969 1654936031.5504
MEM 11.292969 1654936031.6506
MEM 11.292969 1654936031.7509
MEM 11.292969 1654936031.8512
MEM 11.292969 1654936031.9515
MEM 11.292969 1654936032.0517
MEM 11.292969 1654936032.1520
MEM 11.292969 1654936032.2523
MEM 11.292969 1654936032.3526
MEM 11.292969 1654936032.4529
MEM 11.292969 1654936032.5532
MEM 11.292969 1654936032.6534
MEM 11.292969 1654936032.7537
MEM 11.292969 1654936032.8540
MEM 11.292969 1654936032.9543
MEM 11.292969 1654936033.0546
MEM 11.292969 1654936033.1549
MEM 11.292969 1654936033.2551
MEM 11.292969 1654936033.3554
MEM 11.292969 1654936033.4557
MEM 11.292969 1654936033.5560
MEM 11.292969 1654936033.6563
MEM 11.292969 1654936033.7565
MEM 11.292969 1654936033.8568
MEM 11.292969 1654936033.9571
MEM 11.292969 1654936034.0574
MEM 11.292969 1654936034.1577
MEM 11.292969 1654936034.2580
MEM 11.292969 1654936034.3582
MEM 11.292969 1654936034.4585
MEM 11.292969 1654936034.5588
MEM 11.292969 1654936034.6590
MEM 11.292969 1654936034.7593
MEM 11.292969 1654936034.8596
MEM 11.292969 1654936034.9599
MEM 11.292969 1654936035.0601
MEM 11.292969 1654936035.1604
MEM 11.292969 1654936035.2607
MEM 11.292969 1654936035.3610
MEM 11.292969 1654936035.4612
MEM 11.292969 1654936035.5615
MEM 11.292969 1654936035.6617
MEM 11.292969 1654936035.7620
MEM 11.292969 1654936035.8623
MEM 11.292969 1654936035.9626
MEM 11.292969 1654936036.0629
MEM 11.292969 1654936036.1631
MEM 11.292969 1654936036.2635
MEM 11.292969 1654936036.3637
MEM 11.292969 1654936036.4640
MEM 11.292969 1654936036.5643
MEM 11.292969 1654936036.6645
MEM 11.292969 1654936036.7648
MEM 11.292969 1654936036.8651
MEM 11.292969 1654936036.9653
MEM 11.292969 1654936037.0656
MEM 11.292969 1654936037.1659
MEM 11.292969 1654936037.2662
MEM 11.292969 1654936037.3664
MEM 11.292969 1654936037.4667
MEM 11.292969 1654936037.5670
MEM 11.292969 1654936037.6673
MEM 11.292969 1654936037.7675
MEM 11.292969 1654936037.8678
MEM 11.292969 1654936037.9681
MEM 11.292969 1654936038.0683
MEM 11.292969 1654936038.1686
MEM 11.292969 1654936038.2689
MEM 11.292969 1654936038.3691
MEM 11.292969 1654936038.4694
MEM 11.292969 1654936038.5697
MEM 11.292969 1654936038.6699
MEM 11.292969 1654936038.7702
MEM 11.292969 1654936038.8705
MEM 11.292969 1654936038.9708
MEM 11.292969 1654936039.0710
MEM 11.292969 1654936039.1713
MEM 11.292969 1654936039.2716
MEM 11.292969 1654936039.3719
MEM 11.292969 1654936039.4722
MEM 11.292969 1654936039.5725
MEM 11.292969 1654936039.6727
MEM 11.292969 1654936039.7730
MEM 11.292969 1654936039.8732
MEM 11.292969 1654936039.9735
MEM 11.292969 1654936040.0738
MEM 11.292969 1654936040.1741
MEM 11.292969 1654936040.2744
MEM 11.292969 1654936040.3746
MEM 11.292969 1654936040.4749
MEM 11.292969 1654936040.5752
MEM 11.292969 1654936040.6755
MEM 11.292969 1654936040.7757
MEM 11.292969 1654936040.8760
MEM 11.292969 1654936040.9763
MEM 11.292969 1654936041.0766
MEM 11.292969 1654936041.1768
MEM 11.292969 1654936041.2771
MEM 11.292969 1654936041.3774
MEM 11.292969 1654936041.4777
MEM 11.292969 1654936041.5779
MEM 11.292969 1654936041.6782
MEM 11.292969 1654936041.7785
MEM 11.292969 1654936041.8787
MEM 11.292969 1654936041.9790
MEM 11.292969 1654936042.0793
MEM 11.292969 1654936042.1795
MEM 11.292969 1654936042.2798
MEM 11.292969 1654936042.3801
MEM 11.292969 1654936042.4804
MEM 11.292969 1654936042.5807
MEM 11.292969 1654936042.6810
MEM 11.292969 1654936042.7813
MEM 11.292969 1654936042.8816
MEM 11.292969 1654936042.9819
MEM 11.292969 1654936043.0822
MEM 11.292969 1654936043.1825
MEM 11.292969 1654936043.2828
MEM 11.292969 1654936043.3831
MEM 11.292969 1654936043.4833
MEM 11.292969 1654936043.5836
MEM 11.292969 1654936043.6838
MEM 11.292969 1654936043.7841
MEM 11.292969 1654936043.8844
MEM 11.292969 1654936043.9847
MEM 11.292969 1654936044.0850
MEM 11.292969 1654936044.1853
MEM 11.292969 1654936044.2856
MEM 11.292969 1654936044.3858
MEM 11.292969 1654936044.4861
MEM 11.292969 1654936044.5864
MEM 11.292969 1654936044.6866
MEM 11.292969 1654936044.7869
MEM 11.292969 1654936044.8872
MEM 11.292969 1654936044.9875
MEM 11.292969 1654936045.0877
MEM 11.292969 1654936045.1880
MEM 11.292969 1654936045.2883
MEM 11.292969 1654936045.3886
MEM 11.292969 1654936045.4888
MEM 11.292969 1654936045.5891
MEM 11.292969 1654936045.6894
MEM 11.292969 1654936045.7896
MEM 11.292969 1654936045.8899
MEM 11.292969 1654936045.9902
MEM 11.292969 1654936046.0905
MEM 11.292969 1654936046.1907
MEM 11.292969 1654936046.2910
MEM 11.292969 1654936046.3913
MEM 11.292969 1654936046.4916
MEM 11.292969 1654936046.5918
MEM 11.292969 1654936046.6921
MEM 11.292969 1654936046.7924
MEM 11.292969 1654936046.8927
MEM 11.292969 1654936046.9930
